Time (s), Distance (m), Latitude (deg), Longitude (deg), Elevation (m), Speed (km/h), Front Brake Power (W), Rear Brake Power (W), Front Brake Torque (Nm), Rear Brake Torque (Nm)
67.7,92,-38.17127,176.30268,610,5.1,0.0,0.0,0.0,0.0
67.8,92,-38.17128,176.30267,610,5.1,0.0,0.0,0.0,0.0
67.9,93,-38.17129,176.30267,610,5.1,0.0,0.0,0.0,0.0
68.0,93,-38.17129,176.30267,610,5.1,0.0,0.0,0.0,0.0
68.1,94,-38.1713,176.30267,610,5.1,0.0,0.0,0.0,0.0
68.2,94,-38.1713,176.30267,610,5.1,0.0,0.0,0.0,0.0
68.3,95,-38.17131,176.30267,609,5.1,0.0,0.0,0.0,0.0
68.4,95,-38.17131,176.30267,609,5.1,0.0,0.0,0.0,0.0
68.5,96,-38.17132,176.30267,609,5.1,0.0,0.0,0.0,0.0
68.6,96,-38.17132,176.30267,609,5.0,0.0,0.0,0.0,0.0
68.7,97,-38.17133,176.30267,609,5.0,0.0,0.0,0.0,0.0
68.8,97,-38.17134,176.30267,609,5.0,0.0,0.0,0.0,0.0
68.9,98,-38.17134,176.30267,609,5.0,0.0,0.0,0.0,0.0
69.0,98,-38.17135,176.30267,609,5.0,0.0,0.0,0.0,0.0
69.1,99,-38.17135,176.30267,609,5.0,0.0,0.0,0.0,0.0
69.2,99,-38.17136,176.30267,609,5.0,0.0,0.0,0.0,0.0
69.3,100,-38.17136,176.30267,609,5.0,0.0,0.0,0.0,0.0
69.4,100,-38.17137,176.30267,609,5.0,0.0,0.0,0.0,0.0
69.5,101,-38.17137,176.30267,609,5.0,0.0,0.0,0.0,0.0
69.6,101,-38.17137,176.30267,609,5.0,0.0,0.0,0.0,0.0
69.7,102,-38.17138,176.30267,609,5.0,0.0,0.0,0.0,0.0
69.8,102,-38.17138,176.30267,609,5.0,0.0,0.0,0.0,0.0
69.9,103,-38.17139,176.30267,609,5.0,0.0,0.0,0.0,0.0
70.0,103,-38.1714,176.30267,609,5.0,0.0,0.0,0.0,0.0
70.1,104,-38.1714,176.30267,609,5.0,0.0,0.0,0.0,0.0
70.2,104,-38.17141,176.30267,608,5.0,0.0,0.0,0.0,0.0
70.3,105,-38.17141,176.30268,608,5.0,0.0,0.0,0.0,0.0
70.4,105,-38.17142,176.30268,608,4.9,0.0,0.0,0.0,0.0
70.5,106,-38.17143,176.30268,608,4.9,0.0,0.0,0.0,0.0
70.6,106,-38.17143,176.30268,608,4.9,0.0,171.3,0.0,13.1
70.7,107,-38.17144,176.30268,608,4.9,0.0,190.1,0.0,14.5
70.8,107,-38.17144,176.30268,608,4.9,0.0,200.4,0.0,15.3
70.9,108,-38.17144,176.30268,608,4.9,0.0,202.2,0.0,15.5
71.0,108,-38.17145,176.30268,608,4.9,0.0,218.9,0.0,16.8
71.1,109,-38.17145,176.30268,608,4.9,0.0,214.9,0.0,16.5
71.2,109,-38.17145,176.30268,608,4.8,136.8,191.0,10.6,14.7
71.3,110,-38.17146,176.30269,608,4.8,0.0,157.3,0.0,12.1
71.4,110,-38.17146,176.30269,608,4.8,0.0,0.0,0.0,0.0
71.5,111,-38.17146,176.30269,608,4.8,0.0,0.0,0.0,0.0
71.6,111,-38.17147,176.30269,609,4.8,0.0,0.0,0.0,0.0
71.7,112,-38.17147,176.30269,609,4.8,0.0,0.0,0.0,0.0
71.8,112,-38.17148,176.30269,609,4.8,0.0,241.7,0.0,18.7
71.9,113,-38.17148,176.30269,609,4.8,144.1,368.8,11.2,28.5
72.0,113,-38.17148,176.30269,609,4.8,204.2,493.2,15.9,38.0
72.1,113,-38.17149,176.30269,609,4.8,261.1,614.9,20.3,47.4
72.2,114,-38.17149,176.30269,609,4.8,312.7,688.6,24.2,53.0
72.3,114,-38.1715,176.30269,609,4.8,348.2,671.7,27.0,51.7
72.4,115,-38.1715,176.3027,609,4.8,380.4,575.1,29.4,44.2
72.5,115,-38.1715,176.3027,609,4.8,381.2,445.2,29.5,34.2
72.6,116,-38.17151,176.3027,609,4.9,311.5,313.9,24.0,24.1
72.7,116,-38.17151,176.3027,609,4.9,231.2,181.1,17.8,13.9
72.8,117,-38.17152,176.3027,609,4.9,151.1,0.0,11.6,0.0
72.9,117,-38.17152,176.3027,609,4.9,0.0,0.0,0.0,0.0
73.0,118,-38.17152,176.3027,609,4.9,0.0,141.6,0.0,10.8
